,Id,MSZoning,LotArea,Street,Alley,LotShape,Utilities,LandSlope,Neighborhood,BldgType,YearBuilt,RoofStyle,Foundation,BsmtQual,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageCars,GarageArea,GarageQual,WoodDeckSF,PoolArea,PoolQC,Fence,MiscFeature,YrSold,SalePrice
113,113,RL,9965,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2007,Gable,PConc,Ex,1264,Ex,Y,1282,1414,2696,1,0,2,1,4,1,Ex,10,1,Gd,BuiltIn,3,792,TA,120,0,,,,2007,383970
114,114,RL,21000,Pave,,Reg,AllPub,Gtl,Crawfor,1Fam,1953,Hip,CBlock,Gd,1809,TA,Y,2259,0,2259,1,0,2,0,3,1,Gd,7,2,Gd,Basment,2,450,TA,166,0,,MnPrv,,2007,217000
115,115,RL,7259,Pave,,IR1,AllPub,Mod,Crawfor,1Fam,1945,Gambrel,CBlock,TA,1028,Ex,Y,1436,884,2320,1,0,2,1,3,1,Gd,9,1,TA,Detchd,1,180,TA,224,0,,MnPrv,,2007,259500
116,116,FV,3230,Pave,Pave,Reg,AllPub,Gtl,Somerst,TwnhsE,1999,Gable,PConc,Gd,729,Gd,Y,729,729,1458,0,0,2,1,2,1,TA,5,1,Fa,Detchd,2,440,TA,0,0,,,,2007,176000
117,117,RL,11616,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1962,Gable,CBlock,TA,1092,TA,Y,1092,0,1092,0,1,1,0,3,1,TA,6,1,Po,Attchd,1,288,TA,0,0,,,,2009,139000
118,118,RL,8536,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,2006,Gable,PConc,Gd,1125,Gd,Y,1125,0,1125,0,0,1,1,2,1,TA,5,0,,Attchd,2,430,TA,80,0,,,,2007,155000
119,119,RL,12376,Pave,,Reg,AllPub,Gtl,SawyerW,1Fam,1990,Hip,PConc,Gd,1673,Gd,Y,1699,1523,3222,1,0,3,0,5,1,Gd,11,2,TA,Attchd,3,594,TA,367,0,,,,2010,320000
120,120,RL,8461,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2005,Gable,PConc,Gd,728,Ex,Y,728,728,1456,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2,390,TA,0,0,,,,2006,163990
121,121,RL,21453,Pave,,IR1,AllPub,Sev,ClearCr,1Fam,1969,Flat,CBlock,TA,938,Ex,Y,988,0,988,1,0,1,0,1,1,TA,4,2,TA,Attchd,2,540,TA,0,0,,,,2006,180000
122,122,RM,6060,Pave,,Reg,AllPub,Gtl,IDOTRR,1Fam,1939,Gable,PConc,TA,732,Gd,Y,772,351,1123,0,0,1,0,3,1,TA,4,0,,Detchd,1,264,TA,0,0,,MnPrv,,2007,100000
123,123,RL,9464,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1958,Hip,CBlock,TA,1080,Gd,Y,1080,0,1080,0,0,1,0,3,1,TA,5,0,,Attchd,1,288,TA,0,0,,,,2008,136000
124,124,RL,7892,Pave,,Reg,AllPub,Gtl,SawyerW,TwnhsE,1993,Gable,PConc,Gd,1199,Ex,Y,1199,0,1199,0,0,2,0,2,1,Gd,5,0,,Attchd,2,530,TA,0,0,,,,2008,153900
125,125,RL,17043,Pave,,IR1,AllPub,Gtl,NWAmes,1Fam,1979,Gable,CBlock,Gd,1362,TA,Y,1586,0,1586,0,0,2,0,3,1,TA,7,1,TA,Attchd,2,435,TA,192,0,,,,2009,181000
126,126,RM,6780,Pave,,Reg,AllPub,Gtl,IDOTRR,2fmCon,1935,Gable,CBlock,TA,520,Gd,N,520,0,754,1,0,1,0,2,1,TA,5,0,,,0,0,,53,0,,,,2006,84500
127,127,RL,4928,Pave,,IR1,AllPub,Gtl,NPkVill,TwnhsE,1976,Gable,CBlock,Gd,1078,TA,Y,958,0,958,0,0,2,0,2,1,TA,5,1,TA,Attchd,2,440,TA,0,0,,,,2007,128000
128,128,RM,4388,Pave,,IR1,AllPub,Gtl,OldTown,1Fam,1930,Gable,BrkTil,TA,672,Ex,Y,840,0,840,0,0,1,0,3,1,TA,5,1,TA,,0,0,,0,0,,,,2007,87000
129,129,RL,7590,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1966,Gable,CBlock,TA,660,TA,Y,660,688,1348,0,0,1,1,3,1,TA,6,1,Fa,Attchd,2,453,TA,188,0,,,,2006,155000
130,130,RL,8973,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1958,Gable,CBlock,TA,1008,TA,Y,1053,0,1053,0,1,1,1,3,1,Ex,6,0,,2Types,2,750,TA,0,0,,MnWw,,2006,150000
131,131,RL,14200,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1966,Gable,CBlock,TA,924,Ex,Y,1216,941,2157,0,0,2,1,4,1,Gd,8,2,Gd,Attchd,2,487,TA,105,0,,GdPrv,,2006,226000
132,132,RL,12224,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2000,Gable,PConc,Gd,992,Ex,Y,1022,1032,2054,1,0,2,1,3,1,Gd,7,1,TA,BuiltIn,2,390,TA,24,0,,,,2009,244000
133,133,RL,7388,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1959,Gable,CBlock,TA,1063,Gd,Y,1327,0,1327,1,0,1,0,3,1,Gd,7,0,,Detchd,2,624,TA,0,0,,,,2007,150750
134,134,RL,6853,Pave,,IR1,AllPub,Gtl,Timber,1Fam,2001,Gable,PConc,Ex,1267,Ex,Y,1296,0,1296,1,0,2,0,2,1,Gd,6,0,,Attchd,2,471,TA,192,0,,,,2009,220000
135,135,RL,10335,Pave,,IR1,AllPub,Gtl,Sawyer,1Fam,1968,Gable,CBlock,TA,1461,Gd,Y,1721,0,1721,0,0,2,1,3,1,TA,7,1,TA,Attchd,2,440,TA,0,0,,MnPrv,,2006,180000
136,136,RL,10400,Pave,,Reg,AllPub,Gtl,NWAmes,1Fam,1970,Hip,PConc,TA,1304,Gd,Y,1682,0,1682,0,0,2,0,3,1,TA,7,1,Gd,Attchd,2,530,TA,98,0,,MnPrv,,2008,174000
137,137,RL,10355,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1967,Gable,CBlock,TA,1214,TA,Y,1214,0,1214,0,0,2,0,3,1,TA,5,1,Fa,Attchd,1,318,TA,0,0,,,,2007,143000
138,138,RL,11070,Pave,,Reg,AllPub,Gtl,Mitchel,Duplex,1988,Gable,CBlock,TA,1907,Gd,Y,1959,0,1959,0,0,3,0,5,2,TA,9,0,,2Types,3,766,TA,0,0,,,,2006,171000
139,139,RL,9066,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,1999,Gable,PConc,Gd,1004,Ex,Y,1004,848,1852,0,0,2,1,3,1,Gd,7,2,TA,Attchd,3,660,TA,224,0,,GdPrv,,2008,230000
140,140,RL,15426,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,1997,Gable,PConc,Gd,928,Ex,Y,928,836,1764,1,0,2,1,3,1,Gd,7,0,,Attchd,2,470,TA,276,0,,MnPrv,,2009,231500
141,141,RL,10500,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1971,Gable,CBlock,TA,864,TA,Y,864,0,864,0,0,1,0,3,1,TA,5,1,Po,,0,0,,0,0,,,,2010,115000
142,142,RL,11645,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2005,Gable,PConc,Gd,1734,Ex,Y,1734,0,1734,1,0,2,0,3,1,Gd,7,0,,Attchd,2,660,TA,160,0,,,,2006,260000
143,143,RL,8520,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1952,Gable,CBlock,TA,910,Fa,Y,910,475,1385,0,0,2,0,4,1,TA,6,0,,Detchd,2,720,TA,0,0,,MnPrv,,2010,166000
144,144,RL,10335,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,1999,Gable,PConc,Gd,1490,Ex,Y,1501,0,1501,1,0,2,0,3,1,Gd,6,0,,Attchd,2,577,TA,144,0,,,,2009,204000
145,145,RM,9100,Pave,,Reg,AllPub,Gtl,Sawyer,Duplex,1963,Gable,CBlock,TA,1728,TA,Y,1728,0,1728,1,0,2,0,6,2,TA,10,0,,Detchd,2,504,TA,0,0,,,,2006,125000
146,146,RM,2522,Pave,,Reg,AllPub,Gtl,Edwards,Twnhs,2004,Gable,PConc,Gd,970,Ex,Y,970,739,1709,0,0,2,0,3,1,Gd,7,0,,Detchd,2,380,TA,0,0,,,,2006,130000
147,147,RM,6120,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1931,Gable,BrkTil,TA,715,TA,Y,875,0,875,1,0,1,0,2,1,TA,5,0,,Detchd,1,180,Fa,48,0,,,,2009,105000
148,148,RL,9505,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2001,Gable,PConc,Gd,884,Ex,Y,884,1151,2035,0,0,2,1,3,1,Gd,8,1,Gd,BuiltIn,2,434,TA,144,0,,,,2010,222500
149,149,RL,7500,Pave,,Reg,AllPub,Gtl,SawyerW,1Fam,2004,Gable,PConc,Gd,1080,Ex,Y,1080,0,1080,1,0,1,0,3,1,Gd,6,0,,,0,0,,0,0,,,,2008,141000
150,150,RM,6240,Pave,,Reg,AllPub,Gtl,BrkSide,1Fam,1936,Gable,BrkTil,Gd,896,Gd,Y,896,448,1344,0,0,1,0,3,1,TA,7,0,,Detchd,1,240,Fa,200,0,,,,2006,115000
151,151,RL,10356,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,1975,Gable,CBlock,TA,969,TA,Y,969,0,969,0,0,1,1,3,1,TA,5,0,,Attchd,2,440,TA,0,0,,MnPrv,,2007,122000
152,152,RL,13891,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2007,Hip,PConc,Ex,1710,Ex,Y,1710,0,1710,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,3,866,TA,0,0,,,,2008,372402
153,153,RL,14803,Pave,,IR1,AllPub,Gtl,NWAmes,1Fam,1971,Gable,CBlock,TA,825,Gd,Y,1097,896,1993,0,0,2,1,4,1,TA,8,1,Gd,Attchd,2,495,TA,0,0,,GdWo,,2006,190000
154,154,RL,13500,Pave,,Reg,AllPub,Gtl,ClearCr,1Fam,1960,Flat,CBlock,Gd,1602,Gd,Y,1252,0,1252,1,0,1,0,1,1,TA,4,1,Gd,Attchd,2,564,TA,409,0,,,,2008,235000
155,155,RM,11340,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1923,Gable,BrkTil,TA,1200,TA,Y,1200,0,1200,0,0,1,0,4,1,TA,7,0,,Detchd,1,312,Fa,0,0,,,,2006,125000
156,156,RL,9600,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1924,Gable,BrkTil,TA,572,Fa,N,572,524,1096,0,0,1,0,2,1,TA,5,0,,,0,0,,0,0,,,,2008,79000
157,157,RL,7200,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1950,Hip,CBlock,,0,TA,Y,1040,0,1040,0,0,1,0,2,1,TA,5,0,,Detchd,2,625,TA,0,0,,,,2006,109500
158,158,RL,12003,Pave,,Reg,AllPub,Gtl,Timber,1Fam,2009,Gable,PConc,Ex,774,Ex,Y,774,1194,1968,0,0,2,1,4,1,Ex,8,1,Gd,BuiltIn,3,680,TA,0,0,,,,2010,269500
159,159,FV,12552,Pave,,Reg,AllPub,Gtl,Somerst,1Fam,2004,Gable,PConc,Gd,991,Ex,Y,991,956,1947,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2,678,TA,0,0,,GdWo,,2010,254900
160,160,RL,19378,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2005,Gable,PConc,Gd,1392,Ex,Y,1392,1070,2462,1,0,2,1,4,1,Gd,9,1,Gd,Attchd,2,576,TA,239,0,,,,2006,320000
161,161,RL,11120,Pave,,IR1,AllPub,Gtl,Veenker,1Fam,1984,Gable,PConc,Gd,1232,TA,Y,1232,0,1232,0,0,2,0,3,1,TA,6,0,,Attchd,2,516,TA,0,0,,,,2008,162500
162,162,RL,13688,Pave,,IR1,AllPub,Gtl,NridgHt,1Fam,2003,Gable,PConc,Ex,1572,Ex,Y,1572,1096,2668,1,0,2,1,3,1,Ex,10,2,Gd,BuiltIn,3,726,TA,400,0,,,,2008,412500
163,163,RL,12182,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2005,Gable,PConc,Gd,1541,Ex,Y,1541,0,1541,0,0,2,0,3,1,Gd,7,1,Gd,Attchd,2,532,TA,0,0,,,,2010,220000
164,164,RL,5500,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1956,Gable,CBlock,TA,882,Ex,Y,882,0,882,0,0,1,0,1,1,TA,4,0,,,0,0,,0,0,,MnPrv,,2007,103200
165,165,RM,5400,Pave,Pave,Reg,AllPub,Gtl,OldTown,1Fam,1926,Gable,BrkTil,TA,1149,Gd,Y,1149,467,1616,0,0,2,0,3,1,Gd,5,0,,Detchd,1,216,TA,0,0,,,,2007,152000
166,166,RL,10106,Pave,,Reg,AllPub,Gtl,Edwards,2fmCon,1940,Gable,BrkTil,TA,644,Gd,Y,808,547,1355,1,0,2,0,4,2,TA,6,0,,,0,0,,140,0,,,,2008,127500
167,167,RL,10708,Pave,,IR1,AllPub,Gtl,ClearCr,1Fam,1955,Hip,CBlock,TA,1617,Ex,Y,1867,0,1867,1,0,1,0,2,1,TA,7,3,Gd,Attchd,1,303,TA,476,0,,GdWo,,2009,190000
168,168,RL,10562,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2007,Gable,PConc,Ex,1582,Ex,Y,1610,551,2161,1,0,1,1,3,1,Ex,8,1,Gd,Attchd,3,789,TA,178,0,,,,2007,325624
169,169,RL,8244,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2004,Gable,PConc,Gd,840,Ex,Y,840,880,1720,0,0,2,1,3,1,Gd,7,1,Gd,Attchd,2,440,TA,100,0,,,,2007,183500
170,170,RL,16669,Pave,,IR1,AllPub,Gtl,Timber,1Fam,1981,Hip,CBlock,Gd,1686,TA,Y,1707,0,1707,0,0,2,1,2,1,TA,6,1,TA,Attchd,2,511,TA,574,0,,,,2006,228000
171,171,RM,12358,Pave,,IR1,AllPub,Gtl,OldTown,1Fam,1941,Gable,CBlock,TA,720,TA,Y,854,0,1382,0,0,1,1,2,1,TA,7,0,,Detchd,2,660,TA,237,0,,,,2007,128500
172,172,RL,31770,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1960,Hip,CBlock,TA,1080,Fa,Y,1656,0,1656,1,0,1,0,3,1,TA,7,2,Gd,Attchd,2,528,TA,210,0,,,,2010,215000
173,173,RL,5306,Pave,,IR1,AllPub,Gtl,StoneBr,TwnhsE,1987,Gable,PConc,Gd,1064,Gd,Y,1064,703,1767,1,0,2,0,2,1,Gd,5,1,TA,Attchd,2,504,Gd,441,0,,,,2006,239000
174,174,RL,10197,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1961,Gable,CBlock,TA,1362,TA,Y,1362,0,1362,1,0,1,1,3,1,TA,6,1,TA,Attchd,2,504,TA,0,0,,,,2008,163000
175,175,RL,12416,Pave,,IR1,AllPub,Gtl,Timber,1Fam,1986,Gable,CBlock,Gd,1606,TA,Y,1651,0,1651,1,0,2,0,3,1,TA,7,1,TA,Attchd,2,616,TA,192,0,,,,2008,184000
176,176,RL,12615,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1950,Gable,CBlock,TA,1202,TA,Y,2158,0,2158,1,0,2,0,4,1,Gd,7,1,Gd,Attchd,2,576,TA,0,0,,MnPrv,,2007,243000
177,177,RL,10029,Pave,,IR1,AllPub,Gtl,ClearCr,1Fam,1988,Gable,PConc,Gd,1151,TA,Y,1164,896,2060,0,1,2,1,4,1,TA,8,1,TA,Attchd,2,521,TA,0,0,,,,2007,211000
178,178,RL,13650,Pave,,Reg,AllPub,Gtl,Sawyer,1Fam,1958,Gable,CBlock,TA,1052,Ex,Y,1252,668,1920,1,0,2,0,4,1,Gd,8,1,Gd,Attchd,2,451,TA,0,0,,,,2006,172500
179,179,RL,17423,Pave,,IR1,AllPub,Gtl,StoneBr,1Fam,2008,Hip,PConc,Ex,2216,Ex,Y,2234,0,2234,1,0,2,0,1,1,Ex,9,1,Gd,Attchd,3,1166,TA,0,0,,,,2009,501837
180,180,RM,8520,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1923,Gable,CBlock,TA,968,TA,Y,968,0,968,0,0,1,0,2,1,TA,5,0,,Detchd,2,480,Fa,0,0,,,,2007,100000
181,181,FV,2117,Pave,,Reg,AllPub,Gtl,Somerst,Twnhs,2000,Gable,PConc,Gd,756,Ex,Y,769,756,1525,0,0,2,1,3,1,Gd,5,1,TA,Detchd,2,440,TA,0,0,,,,2007,177000
182,182,RL,7588,Pave,,Reg,AllPub,Gtl,Crawfor,1Fam,1920,Gable,BrkTil,Fa,793,Gd,Y,901,901,1802,0,0,1,1,4,1,TA,9,1,Gd,Detchd,1,216,Fa,0,0,,,,2006,200100
183,183,RL,9060,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1957,Hip,PConc,,0,Ex,Y,1340,0,1340,0,0,1,0,3,1,TA,7,1,Gd,Attchd,1,252,TA,116,0,,MnPrv,,2007,120000
184,184,RM,11426,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,2003,Gable,PConc,Gd,1362,Ex,Y,1362,720,2082,0,0,2,1,3,1,Gd,6,0,,Detchd,2,484,TA,280,0,,,,2008,200000
185,185,RL,7438,Pave,,IR1,AllPub,Gtl,BrkSide,1Fam,1908,Gable,PConc,Fa,504,Gd,Y,936,316,1252,0,0,1,0,3,1,TA,5,0,,Attchd,2,576,TA,104,0,,MnPrv,,2006,127000
186,186,RM,22950,Pave,,IR2,AllPub,Gtl,OldTown,1Fam,1892,Gable,BrkTil,TA,1107,Ex,Y,1518,1518,3608,0,0,2,1,4,1,Ex,12,2,TA,Detchd,3,840,Ex,0,0,,GdPrv,,2006,475000
187,187,RL,9947,Pave,,IR1,AllPub,Gtl,Mitchel,1Fam,1990,Gable,PConc,Gd,1188,Ex,Y,1217,0,1217,1,0,2,0,3,1,Gd,6,0,,Attchd,2,497,TA,168,0,,GdPrv,,2009,173000
188,188,RL,10410,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1916,Gable,CBlock,Fa,660,Ex,Y,808,704,1656,0,0,2,1,3,1,TA,8,0,,Detchd,1,180,Fa,0,0,,MnPrv,,2009,135000
189,189,RL,7018,Pave,,Reg,AllPub,Gtl,SawyerW,Duplex,1979,Gable,CBlock,Gd,1086,TA,Y,1224,0,1224,2,0,0,2,2,2,TA,6,2,TA,Detchd,2,528,TA,120,0,,,,2009,153337
190,190,RL,4923,Pave,,Reg,AllPub,Gtl,StoneBr,TwnhsE,2001,Gable,PConc,Ex,1593,Ex,Y,1593,0,1593,1,0,1,1,0,1,Ex,5,1,Gd,Attchd,2,682,TA,0,0,,,,2008,286000
191,191,RL,10570,Pave,,Reg,AllPub,Mod,Crawfor,1Fam,1932,Hip,CBlock,Gd,853,TA,Y,1549,1178,2727,0,0,2,1,3,1,Gd,10,2,TA,Detchd,2,440,TA,0,0,,,,2007,315000
192,192,RL,7472,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1972,Gable,CBlock,TA,725,Gd,Y,725,754,1479,1,0,1,1,4,1,Gd,7,0,,Attchd,2,484,TA,0,0,,,,2007,184000
193,193,RL,9017,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,1999,Gable,PConc,Gd,1431,Ex,Y,1431,0,1431,1,0,2,0,3,1,Gd,6,0,,Attchd,2,666,TA,0,0,,,,2009,192000
194,194,RM,2522,Pave,,Reg,AllPub,Gtl,Edwards,Twnhs,2004,Gable,PConc,Gd,970,Ex,Y,970,739,1709,0,0,2,0,3,1,Gd,7,0,,Detchd,2,380,TA,0,0,,,,2006,130000
195,195,RL,7180,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,1972,Hip,CBlock,TA,864,TA,Y,864,0,864,0,0,1,0,3,1,TA,5,0,,Detchd,1,352,TA,0,0,,,,2008,127000
196,196,RL,2280,Pave,,Reg,AllPub,Gtl,NPkVill,Twnhs,1976,Gable,CBlock,Gd,855,TA,Y,855,601,1456,0,0,2,1,3,1,TA,7,1,TA,Attchd,2,440,TA,87,0,,,,2009,148500
197,197,RL,9416,Pave,,Reg,AllPub,Gtl,Somerst,1Fam,2007,Hip,PConc,Ex,1726,Ex,Y,1726,0,1726,1,0,2,0,3,1,Ex,8,1,Gd,Attchd,3,786,TA,171,0,,,,2007,311872
198,198,RL,25419,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1918,Gable,PConc,TA,1360,Gd,Y,1360,1360,3112,1,1,2,0,4,1,Gd,8,1,Ex,Detchd,2,795,TA,0,512,Ex,GdPrv,,2006,235000
199,199,RM,5520,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1912,Gable,CBlock,TA,755,Ex,Y,929,929,2229,0,0,1,0,5,1,TA,8,0,,,0,0,,0,0,,MnPrv,,2009,104000
200,200,RL,9591,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2004,Hip,PConc,Ex,1713,Ex,Y,1713,0,1713,1,0,2,0,3,1,Ex,7,1,Gd,Attchd,3,856,TA,0,0,,,,2009,274900
201,201,RM,8546,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,2003,Gable,PConc,Gd,1121,Ex,Y,1121,0,1121,0,0,2,0,2,1,TA,5,0,,Attchd,2,440,TA,132,0,,,,2010,140000
202,202,RL,10125,Pave,,Reg,AllPub,Gtl,Mitchel,1Fam,1977,Gable,CBlock,TA,1196,TA,Y,1279,0,1279,0,1,2,0,3,1,TA,6,2,Fa,Detchd,2,473,TA,238,0,,MnPrv,,2008,171500
203,203,RL,7000,Pave,,Reg,AllPub,Gtl,OldTown,1Fam,1924,Gable,BrkTil,Fa,617,Gd,Y,865,445,1310,0,0,2,0,2,1,TA,6,0,,Attchd,1,398,TA,0,0,,,,2006,112000
204,204,RM,4438,Pave,,Reg,AllPub,Gtl,CollgCr,TwnhsE,2004,Gable,PConc,Gd,848,Ex,Y,848,0,848,1,0,1,0,1,1,Gd,3,1,Gd,Attchd,2,420,TA,149,0,,,,2008,149000
205,205,RM,3500,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1947,Gable,CBlock,TA,720,TA,Y,720,564,1284,0,0,1,1,2,1,TA,5,0,,Detchd,1,240,TA,0,0,,MnWw,,2009,110000
206,206,RL,11851,Pave,,Reg,AllPub,Gtl,Gilbert,1Fam,1990,Gable,PConc,Gd,1424,Ex,Y,1442,0,1442,0,0,2,0,3,1,TA,5,0,,Attchd,2,500,TA,0,0,,,,2009,180500
207,207,RL,13673,Pave,,IR1,AllPub,Gtl,Sawyer,1Fam,1962,Gable,CBlock,TA,1140,TA,Y,1696,0,1696,0,0,1,1,3,1,TA,8,1,TA,Attchd,1,349,TA,0,0,,,,2007,143900
208,208,RL,12493,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1960,Gable,PConc,TA,1100,TA,Y,1100,0,1100,1,0,1,0,3,1,TA,6,1,Po,Attchd,1,312,TA,355,0,,GdWo,,2008,141000
209,209,RL,14364,Pave,,IR1,AllPub,Mod,SawyerW,1Fam,1988,Gable,CBlock,Gd,1157,Ex,Y,1180,882,2062,1,0,2,1,3,1,TA,7,1,Gd,Attchd,2,454,TA,60,0,,,,2007,277000
210,210,RL,8250,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1964,Hip,CBlock,Gd,1092,Ex,Y,1092,0,1092,1,0,1,0,3,1,TA,6,0,,Attchd,2,504,TA,0,0,,MnPrv,,2008,145000
211,211,RL,5604,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,1925,Gable,CBlock,TA,864,TA,N,864,0,864,1,0,1,0,2,1,TA,5,0,,,0,0,,0,0,,,,2008,98000
212,212,RL,10420,Pave,,Reg,AllPub,Gtl,Edwards,1Fam,2009,Gable,PConc,Gd,1212,Ex,Y,1212,0,1212,0,0,2,0,3,1,Gd,6,0,,Attchd,2,460,TA,100,0,,,,2010,186000
213,213,FV,8640,Pave,,Reg,AllPub,Gtl,Somerst,1Fam,2009,Gable,PConc,Gd,900,Ex,Y,932,920,1852,1,0,2,1,3,1,Gd,7,1,TA,Attchd,2,644,TA,168,0,,,,2009,252678
214,214,RL,13568,Pave,,IR2,AllPub,Gtl,CollgCr,1Fam,1995,Gable,PConc,Gd,990,Ex,Y,990,0,990,0,1,1,0,3,1,TA,5,0,,Attchd,2,576,TA,224,0,,,,2006,156000
215,215,RL,10900,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,1977,Gable,CBlock,Gd,689,Ex,Y,689,703,1392,0,0,1,1,3,1,TA,6,0,,Attchd,1,299,TA,0,0,,MnPrv,Shed,2010,161750
216,216,RL,10011,Pave,,IR1,AllPub,Gtl,NAmes,1Fam,1957,Gable,CBlock,TA,1070,TA,Y,1236,0,1236,0,1,1,0,2,1,Gd,6,1,Fa,Attchd,1,447,TA,0,0,,MnPrv,,2006,134450
217,217,RL,8450,Pave,,Reg,AllPub,Gtl,CollgCr,1Fam,2004,Gable,PConc,Gd,1436,Ex,Y,1436,0,1436,1,0,2,0,3,1,Gd,8,0,,Attchd,2,484,TA,139,0,,,,2008,210000
218,218,RM,9906,Pave,Grvl,Reg,AllPub,Gtl,OldTown,1Fam,1925,Gable,CBlock,TA,686,Fa,N,810,518,1328,0,0,1,0,3,1,TA,8,0,,Detchd,1,210,TA,0,0,,,,2006,107000
219,219,RL,15660,Pave,,IR1,AllPub,Gtl,Crawfor,1Fam,1939,Gable,CBlock,TA,798,Ex,Y,1137,817,1954,0,1,1,1,3,1,Gd,8,2,TA,Attchd,2,431,TA,0,0,,,,2008,311500
220,220,RL,3010,Pave,,Reg,AllPub,Gtl,Blmngtn,TwnhsE,2005,Gable,PConc,Gd,1248,Ex,Y,1248,0,1248,0,0,2,0,2,1,Gd,5,0,,Attchd,2,438,TA,108,0,,,,2006,167240
221,221,RL,8990,Pave,,IR1,AllPub,Gtl,CollgCr,1Fam,2006,Gable,PConc,Gd,1498,Ex,Y,1498,0,1498,0,0,2,0,2,1,Gd,5,0,,Attchd,2,675,TA,351,0,,,,2006,204900
222,222,RL,8068,Pave,,IR1,AllPub,Gtl,Gilbert,1Fam,2002,Gable,PConc,Gd,1010,Ex,Y,1010,1257,2267,0,0,2,1,4,1,Gd,8,1,TA,BuiltIn,2,390,TA,120,0,,,,2009,200000
223,223,RL,11475,Pave,,Reg,AllPub,Gtl,NWAmes,1Fam,1975,Gable,CBlock,Gd,713,TA,Y,811,741,1552,1,0,2,1,3,1,TA,6,1,TA,Attchd,2,434,TA,209,0,,MnPrv,,2006,179900
224,224,RL,10500,Pave,,Reg,AllPub,Gtl,NAmes,1Fam,1971,Gable,CBlock,TA,864,Gd,Y,864,0,864,0,0,1,0,2,1,TA,4,0,,Detchd,2,576,TA,216,0,,,,2009,97000
225,225,RL,13472,Pave,,Reg,AllPub,Gtl,NridgHt,1Fam,2003,Hip,PConc,Ex,2392,Ex,Y,2392,0,2392,0,0,2,0,3,1,Ex,8,1,Ex,Attchd,3,968,TA,248,0,,,,2009,386250
226,226,RM,1680,Pave,,Reg,AllPub,Gtl,BrDale,Twnhs,1971,Gable,CBlock,TA,630,TA,Y,630,672,1302,0,0,2,1,3,1,TA,6,0,,Detchd,1,280,TA,0,0,,,,2009,112000
